14.09.2012;10;14;15;24;47;4;8
7.09.2012;15;23;25;46;49;2;4
31.08.2012;8;22;28;40;42;4;8
24.08.2012;9;20;21;33;49;5;7
17.08.2012;3;16;30;34;35;2;5
10.08.2012;6;11;40;46;48;3;6
3.08.2012;12;15;18;24;25;4;5
27.07.2012;9;22;23;34;35;1;3
20.07.2012;6;9;13;14;25;1;8
13.07.2012;8;12;27;31;37;3;6
6.07.2012;10;22;24;33;38;2;6
29.06.2012;5;8;19;33;36;2;3
22.06.2012;13;14;16;47;49;1;7
15.06.2012;6;10;17;18;42;1;3
8.06.2012;10;15;16;36;44;7;8
1.06.2012;11;28;34;37;38;3;7
25.05.2012;4;11;26;32;41;5;7
18.05.2012;12;18;43;44;46;4;5
11.05.2012;15;21;38;39;47;1;5
4.05.2012;29;30;35;41;45;3;5
27.04.2012;10;13;19;40;45;3;5
20.04.2012;10;16;30;41;45;2;8
13.04.2012;5;11;12;27;32;1;3
6.04.2012;7;8;34;36;38;4;5
30.03.2012;5;7;12;19;26;1;5
23.03.2012;5;8;21;37;46;6;8
